US1NMDA0040,20170509,PRCP,0,,,N,
ASN00009994,20170522,TMIN,4,,,a,
USS0015A03S,20170517,TOBS,7,,,T,
USW00063874,20170530,PGTM,1026,,,W,
USC00228445,20170515,WDMV,111,,,7,
USC00058157,20170527,PRCP,25,,,7,1800
CA002202202,20170514,TMIN,51,,,C,
USC00424947,20170507,PRCP,43,,,7,1800
US1KSSG0114,20170526,PRCP,0,,,N,
PKM00041571,20170528,PRCP,0,,,S,
USC00194502,20170504,PRCP,0,,,7,0900
US1FLBY0007,20170508,PRCP,0,,,N,
USR0000CMOR,20170526,TMAX,178,H,,U,
USC00274399,20170523,SNWD,0,,,7,0600
ASN00081125,20170525,PRCP,0,,,a,
GME00132202,20170528,TMAX,291,,,E,
US1NYER0086,20170511,PRCP,0,,,N,
USR0000OBAS,20170517,TAVG,31,,,U,
GME00124534,20170518,PRCP,72,,,E,
USC00137386,20170521,SNWD,0,,,7,
USC00051996,20170502,TOBS,67,,,7,0630
USC00310375,20170523,TMAX,300,,,7,0800
CF000004401,20170513,TAVG,286,H,,S,
US1NMBR0196,20170523,SNOW,0,,,N,
USC00315356,20170516,TOBS,89,,,7,0700
US1IDSH0001,20170525,PRCP,0,,,N,
USC00147542,20170528,TMIN,100,,,7,0700
USC00365686,20170524,SNWD,0,,,7,
CA001035940,20170511,PRCP,368,,,C,
US1INBL0007,20170529,PRCP,13,,,N,
CA001106178,20170527,TMIN,103,,,C,
USS0011H37S,20170518,TOBS,-23,,,T,
ASN00070290,20170524,PRCP,0,,,a,
US1ALJC0003,20170503,SNOW,0,,,N,
POM00008570,20170513,TAVG,145,H,,S,
USC00146787,20170522,PRCP,56,,,7,0700
CA003073146,20170507,PRCP,0,T,,C,
US1ILMD0010,20170518,PRCP,0,,,N,
USC00470124,20170505,SNWD,0,,,7,0600
ASN00035220,20170526,PRCP,0,,,a,
RSM00030627,20170517,TMAX,110,,,S,
US1ILMP0010,20170517,SNWD,0,,,N,
USR0000ACOL,20170509,TMIN,-28,H,,U,
GME00129874,20170517,PRCP,0,,,E,
USC00361301,20170521,TOBS,139,,,H,
CA007038975,20170523,TAVG,120,,,C,
NOE00134994,20170517,SNWD,0,,,E,
US1WYCM0020,20170521,SNOW,0,,,N,
ASN00056229,20170506,TMIN,24,,,a,
CA002202402,20170527,TMIN,48,,,C,
ASN00058219,20170517,PRCP,0,,,a,
MXM00076525,20170512,TMIN,140,,,S,
USC00367167,20170514,SNOW,0,,,7,
USS0045M07S,20170518,TMAX,96,,,T,
USC00471205,20170521,TMIN,67,,,7,0700
USR0000TMAS,20170531,TMIN,172,H,,U,
USW00014770,20170520,WDF2,10,,,W,
USC00396292,20170511,TMIN,22,,,7,2400
US1OHDR0008,20170515,PRCP,0,,,N,
USC00134705,20170520,TOBS,94,,,7,0600
USC00136103,20170501,TOBS,39,,,7,0700
USW00025325,20170531,WSF5,94,,,W,
USC00352867,20170503,SNOW,0,,,7,
ASN00066080,20170510,PRCP,0,,,a,
USW00094008,20170506,TMAX,300,,,W,2400
USC00349428,20170515,SN32,189,,,7,2400
USC00412786,20170516,PRCP,0,,,7,0700
CHM00051709,20170525,TMIN,166,,,S,
USC00396054,20170501,TMIN,61,,,7,0800
USC00047916,20170506,TMAX,178,,,H,1700
USC00356550,20170528,PRCP,0,,,7,1000
USW00014837,20170511,TMIN,83,,,W,2400
CA00701Q009,20170517,PRCP,0,,,C,
USW00014920,20170527,SNWD,0,,,W,
USC00252645,20170507,SNWD,0,,,7,0800
TZ000063862,20170530,TMAX,288,,,S,
US1PABK0026,20170515,PRCP,3,,,N,
US1TXAS0018,20170524,PRCP,94,,,N,
US1ILWN0004,20170525,PRCP,8,,,N,
USC00133239,20170501,SNWD,0,,,7,0700
USW00004846,20170513,AWND,23,,,W,
ASN00094089,20170506,PRCP,0,,,a,
USC00463798,20170511,TMAX,194,,,7,0700
BF1NP000006,20170521,PRCP,0,,,N,
US1MOFSA223,20170515,SNOW,0,,,N,
US1VAAL0003,20170505,SNOW,0,,,N,
USC00338951,20170513,SNOW,0,,,7,
CA005023262,20170514,TMIN,102,,,C,
JA000047821,20170522,PRCP,0,B,,S,
USC00418877,20170523,SNWD,0,,,7,
SWE00138676,20170529,PRCP,0,,,E,
USS0011R10S,20170507,TAVG,77,,,T,
CA00401HP5R,20170502,PRCP,0,,,C,
US1CODG0074,20170530,WESF,0,,,N,
USC00286055,20170507,SX53,144,,,7,0800
CA001125852,20170525,WSFG,480,,,C,
CA006149625,20170511,PRCP,0,,,C,
ASN00014405,20170525,TMIN,233,,,a,
USW00021510,20170524,TMAX,300,,,W,
US10madi001,20170516,PRCP,124,,,N,
NLE00101930,20170507,SNWD,0,,,E,
AGM00060353,20170522,TMIN,141,,,S,
USR0000HORS,20170515,TMAX,183,H,,U,
ASN00088037,20170508,PRCP,0,,,a,
USC00113392,20170518,WT03,1,,,7,
US1TXBRT106,20170527,PRCP,0,,,N,
USC00092006,20170530,SNWD,0,,,7,
US1NMSF0077,20170519,SNOW,0,,,N,
USC00033229,20170518,SNOW,0,,,7,
CA00504K80K,20170527,WDFG,33,,,C,
USC00418046,20170508,SNOW,0,,,7,
GME00128854,20170511,TMIN,28,,,E,
CA003012818,20170510,WDFG,2,,,C,
ID000096073,20170507,TMIN,220,,,S,
USC00398074,20170505,SNOW,0,,,7,
US1COAR0266,20170501,PRCP,0,,,N,
USC00088051,20170529,TMIN,194,,,7,0900
USC00392797,20170513,TMAX,278,,,7,0800
CA003012790,20170508,WDFG,30,,,C,
USC00050848,20170506,TMIN,67,,,7,1700
US10polk013,20170520,PRCP,152,,,N,
USC00246586,20170517,TOBS,72,,,7,0700
USC00142548,20170503,TMAX,200,,,7,0700
US1COBO0230,20170509,PRCP,127,,,N,
GME00122890,20170506,PRCP,0,,,E,
ASN00035117,20170511,PRCP,40,,,a,
USC00425252,20170520,TOBS,206,,,7,1000
USW00024233,20170515,TMIN,78,,,W,2400
US1NEAD0005,20170510,PRCP,71,,,N,
RSM00029937,20170514,PRCP,0,B,,S,
